Ax,Ay,Az,Gx,Gy,Gz
-256,-381,15722,511,583,-77
-256,-381,15720,511,584,-77
-256,-386,15722,511,584,-78
-256,-384,15719,511,583,-77
-256,-385,15713,511,582,-75
-256,-385,15965,256,579,-76
-256,-387,15711,511,577,-76
-256,-389,15715,511,577,-77
-256,-381,15722,511,578,-79
-256,-383,15720,511,579,-81
-256,-383,15721,511,578,-80
-256,-389,15720,511,578,-79
-256,-391,15718,511,575,-78
-256,-393,15717,511,576,-79
-256,-398,15721,511,575,-77
-256,-397,15731,511,575,-77
-256,-397,15987,256,576,-77
-256,-402,15981,256,576,-77
-256,-399,15987,256,576,-77
-256,-402,15730,511,578,-76
-256,-400,15991,256,580,-73
-256,-400,15988,256,581,-71
-256,-398,15986,256,580,-73
-256,-400,15986,256,578,-72
